user,text
@Support,"Taking big chances helps us make the best product possible for you, but it doesn't always work out like we planned. It’s not always easy to say goodbye to a feature like Fleets, but we’re excited to get back to work on what we’ve got planned next: https://blog.twitter.com/en_us/topics/product/2021/goodbye-fleets.html… (4/4)"
